,PMID,First Author,Title,N,Disease,Intervention,Total Fibers [g],Fiber Type,Duration [weeks],Arms,Crossover,Country,Region,Data Availability,Metadata Availability,Filter,Notes,DOI
365,35057449,NolteFongJV_2022,Precision Nutrition Model Predicts Glucose Control of Overweight Females Following the Consumption of Potatoes High in Resistant Starch,30.0,Overweight,RS,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu14020268
644,39606458,O'ConnorJB_2024,Agrarian Diet Improves Metabolic Health in HIV-positive Men with Prevotella-Rich Microbiomes: Results from a Randomized Trial,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.21203/rs.3.rs-5349309/v1
7,22180847,O'KeefeSJ_2011,Effect of fiber supplementation on the microbiota in critically ill patients,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.4291/wjgp.v2.i6.138
456,36776602,O'MahonyL_2023,Older adults and healthcare professionals have limited awareness of the link between the Mediterranean diet and the gut microbiome for healthy aging,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fnut.2023.1104238
358,34950687,ObandaDN_2021,Gut Microbiota Composition and Predicted Microbial Metabolic Pathways of Obesity Prone and Obesity Resistant Outbred Sprague-Dawley CD Rats May Account for Differences in Their Phenotype,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fnut.2021.746515
212,31851298,OcvirkS_2020,A prospective cohort analysis of gut microbial co-metabolism in Alaska Native and rural African people at high and low risk of colorectal cancer,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/ajcn/nqz301
295,33727392,OliverA_2021,"High-Fiber, Whole-Food Dietary Intervention Alters the Human Gut Microbiome but Not Fecal Short-Chain Fatty Acids",22.0,NO,40g fibers,,,3.0,1.0,NO,87.0,,YES,YES,N,Poor Sequencing Quality,https://doi.org/NA
612,39173973,OliverA_2024,"Diet, Microbiome, and Inflammation Predictors of Fecal and Plasma Short-Chain Fatty Acids in Humans",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.tjnut.2024.08.012
712,40669445,OmaryL_2025,Intrinsic chicory root fibers modulate colonic microbial butyrate-producing pathways and improve insulin sensitivity in individuals with obesity,17.0,Overweight,Chicory Root,30.0,Fructans,12.0,2.0,NO,Netherlands,North Europe,PRJEB81868,NO,N,Metadata not clear,https://doi.org/10.1016/j.xcrm.2025.102237
683,40120775,OnaliT_2025,"Berry supplementation in healthy volunteers modulates gut microbiota, increases fecal polyphenol metabolites and reduces viability of colon cancer cells exposed to fecal water- a randomized controlled trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.jnutbio.2025.109906
672,39940370,ÖneşE_2025,Effects of Kefir Consumption on Gut Microbiota and Athletic Performance in Professional Female Soccer Players: A Randomized Controlled Trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu17030512
599,39064725,OssolaM_2024,Does Microbiome Matter in Chronic Intestinal Failure Due to Type 1 Short Bowel Syndrome in Adults?,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu16142282
540,38257159,OstrowskaJ_2024,The Potential Role of SCFAs in Modulating Cardiometabolic Risk by Interacting with Adiposity Parameters and Diet,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu16020266
648,39675727,OtakeS_2025,Impact of smoking on gut microbiota and short-chain fatty acids in human and mice: Implications for COPD,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.mucimm.2024.12.006
607,39131354,ÖzcanE_2024,Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1101/2024.07.31.606041
666,39856104,ÖzcanE_2025,Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41467-025-56091-7
647,39673542,PanH_2024,Dietary modulation of gut microbiota affects susceptibility to drug-induced liver injury,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1080/19490976.2024.2439534
230,32156071,PanS_2020,Gut Microbial Protein Expression in Response to Dietary Patterns in a Controlled Feeding Study: A Metaproteomic Approach,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/microorganisms8030379
406,35631219,ParkJ_2022,Dietary Vitamin B1 Intake Influences Gut Microbial Community and the Consequent Production of Short-Chain Fatty Acids,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu14102078
592,38993281,PenazziL_2024,"Lentils pasta by-product in a complete extruded diet for dogs and its effect on extrusion, digestibility, and carbohydrate metabolism",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fvets.2024.1429218
534,38100944,PerriconeV_2024,Dietary strategies can increase cloacal endotoxin levels and modulate the resident microbiota in broiler chickens,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.psj.2023.103312
698,40421856,PetelinaTI_2025,"[Influence of physical therapy on intestinal microbiota, blood pressure control and systemic inflammation level: a randomized controlled study of 84 patients with arterial hypertension]",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.17116/kurort202510202111
463,36872018,PetersBA_2023,Healthy dietary patterns are associated with the gut microbiome in the Hispanic Community Health Study/Study of Latinos,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.ajcnut.2022.11.020
625,39339738,Phuong-NguyenK_2024,The Impact of Yoyo Dieting and Resistant Starch on Weight Loss and Gut Microbiome in C57Bl/6 Mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu16183138
624,39333601,PihelgasS_2024,The gut microbiota of healthy individuals remains resilient in response to the consumption of various dietary fibers,12.0,NO,Β-glucan vs Red vs Green vs Rye bran,7.7,,3.0,1.0,NO,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41598-024-72673-9
549,38384431,PihelgasS_2024,Short-term pectin-enriched smoothie consumption has beneficial effects on the gut microbiota of low-fiber consumers,9.0,NO,Pectin,11.6,,3.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1093/femsmc/xtae001
687,40207550,PletschEA_2025,"A type 4 resistant potato starch alters the cecal microbiome, gene expression and resistance to colitis in mice fed a Western diet based on NHANES data",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1039/d4fo04697h
710,40541587,PletschEA_2025,"Broccoli consumption alters microbial diversity, metatranscriptome and host transcriptome in mice fed a Total Western Diet",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.tjnut.2025.05.041
205,31638838,PolitoR_2020,Nutritional factors influencing plasma adiponectin levels: results from a randomised controlled study with whole-grain cereals,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1080/09637486.2019.1680959
486,37156688,PoloTCF_2023,Intestinal microbiome characterization of adult Brazilian men with psoriasis compared to omnivore and vegetarian controls,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1016/j.abd.2022.08.008
495,37324737,ProcházkováN_2023,Effects of a wholegrain-rich diet on markers of colonic fermentation and bowel function and their associations with the gut microbiome: a randomised controlled cross-over trial,50.0,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fnut.2023.1187165
477,37039638,Puértolas-BalintF_2023,Intestinal α-Defensins Play a Minor Role in Modulating the Small Intestinal Microbiota Composition as Compared to Diet,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1128/spectrum.00567-23
633,39391015,PughJE_2024,"Increase in colonic PRopionate as a method of prEVENTing weight gain over 12 months in adults aged 20-40 years (iPREVENT): a multi-centre, double-blind, randomised, parallel-group trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.eclinm.2024.102844
8,22223580,PyraKA_2012,Prebiotic fiber increases hepatic acetyl CoA carboxylase phosphorylation and suppresses glucose-dependent insulinotropic polypeptide secretion more effectively when used with metformin in obese rats,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3945/jn.111.147132
696,40401157,QiuH_2024,Diet-Microbiome Interactions Influence Lung Function in Chronic Obstructive Pulmonary Disease,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3389/frmbi.2024.1426150
520,37884972,QuagebeurR_2023,"The role of short-chain fatty acids (SCFAs) in regulating stress responses, eating behavior, and nutritional state in anorexia nervosa: protocol for a randomized controlled trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1186/s40337-023-00917-6
100,28806487,QuerciaS_2017,Gut microbiome response to short-term dietary interventions in reactive hypoglycemia subjects,12.0,Reactive Hypoglicemia,Ma-Pi,,,0.42,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1002/dmrr.2927
390,35369018,RajDS_2021,The Microbiome and p-Inulin in Hemodialysis: A Feasibility Study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.34067/KID.0006132020
405,35614185,RanaivoH_2022,Chitin-glucan supplementation improved postprandial metabolism and altered gut microbiota in subjects at cardiometabolic risk in a randomized trial,15.0,NO,Chitin-glucan,4.5,,3.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41598-022-12920-z
383,35311446,RanaivoH_2022,Increasing the diversity of dietary fibers in a daily-consumed bread modifies gut microbiota and metabolic profile in subjects at cardiometabolic risk,,,,,,,,,,,,PRJEB48663,N,Poor Sequencing Quality,https://doi.org/10.1080/19490976.2022.2044722
302,33847600,RatajczakW_2021,Alterations in fecal short chain fatty acids (SCFAs) and branched short-chain fatty acids (BCFAs) in men with benign prostatic hyperplasia (BPH) and metabolic syndrome (MetS),,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.18632/aging.202968
14,23271615,Ravn-HarenG_2013,Intake of whole apples or clear apple juice has contrasting effects on plasma lipids in healthy volunteers,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-012-0489-z
53,26424589,RebelloCJ_2015,Gastrointestinal microbiome modulator improves glucose tolerance in overweight and obese subjects: A randomized controlled pilot trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.jdiacomp.2015.08.023
491,37225579,RebeloLR_2023,"Effects of corn silage and grain expressing α-amylase on ruminal nutrient digestibility, microbial protein synthesis, and enteric methane emissions in lactating cows",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3168/jds.2022-22770
484,37111144,RehnerJ_2023,The Effect of a Planetary Health Diet on the Human Gut Microbiome: A Descriptive Analysis,41.0,NO,Vegan + Planetary health,0.0,General Fibers,12.0,3.0,NO,Germany,Europe,YES,YES,Y,Shotgun,https://doi.org/10.3390/nu15081924
238,32354152,ReiderSJ_2020,Prebiotic Effects of Partially Hydrolyzed Guar Gum on the Composition and Function of the Human Microbiota-Results from the PAGODA Trial,20.0,,Partially hydrolyzed guar gum,15.0,,3.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu12051257
99,28730743,ReimerRA_2017,Inulin-type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight/obesity: A randomized controlled trial,26.0,Overweight,Inulin,14.0,,9.0,4.0,NO,52.0,,,,N,Data Not Available,https://doi.org/10.1002/mnfr.201700484
234,32320024,ReimerRA_2020,Effect of chicory inulin-type fructan-containing snack bars on the human gut microbiota in low dietary fiber consumers in a randomized crossover trial,50.0,NO,Inulin,7,,4.0,,,,,,,N,Data Not Available,https://doi.org/10.1093/ajcn/nqaa074
254,32642971,ReimerRA_2021,Effect of a functional fibre supplement on glycemic control when added to a year-long medically supervised weight management program in adults with type 2 diabetes,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-020-02328-8
527,38035748,ReynoldsAN_2023,Healthy grocery delivery in the usual care for adults recovering from an acute coronary event: protocol for a three-arm randomised controlled trial,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1136/bmjopen-2023-074278
325,34315522,Rhys-JonesD_2021,Microbial Interventions to Control and Reduce Blood Pressure in Australia (MICRoBIA): rationale and design of a double-blinded randomised cross-over placebo controlled trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1186/s13063-021-05468-2
596,39011855,RibeiroRV_2024,Rapid benefits in older age from transition to whole food diet regardless of protein source or fat to carbohydrate ratio: Arandomised control trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1111/acel.14276
721,40737758,Rio-AigeK_2025,Maternal diet shapes infant microbiota and defensive capacity against infections in early life via differential human milk composition,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.ebiom.2025.105850
663,39840468,RMuralitharanR_2025,Gut Microbiota Metabolites Sensed by Host GPR41/43 Protect Against Hypertension,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1161/CIRCRESAHA.124.325770
109,29097438,RoagerHM_2019,Whole grain-rich diet reduces body weight and systemic low-grade inflammation without inducing major changes of the gut microbiome: a randomised cross-over trial,60.0,NO,Whole grain,33.0,Arabinoxylan + RS2,22.0,2.0,YES,Denmark,Europe,PRJNA395744,YES,Y,Shotgun,https://doi.org/10.1136/gutjnl-2017-314786
226,32138793,RodriguesVCDC_2020,Modulation of the intestinal microbiota and the metabolites produced by the administration of ice cream and a dietary supplement containing the same probiotics,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1017/S0007114520000896
263,32893709,RodriguezJ_2020,Metabolite profiling reveals the interaction of chitin-glucan with the gut microbiota,15.0,NO,Chitin-glucan,4.5,,3.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1080/19490976.2020.1810530
222,32041744,RodriguezJ_2020,Discovery of the gut microbial signature driving the efficacy of prebiotic intervention in obese patients,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1136/gutjnl-2019-319726
388,35351144,RodriguezJ_2022,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals,59.0,Overweight,16g Inulin + physical activity vs maltodextrin + physical activity vs w/o PA,,,12.0,2.0,NO,190.0,,PRJNA595949,YES,N,Invasive Disease / Treatment,https://doi.org/10.1186/s12916-022-02299-z
655,39733508,RomoEZ_2025,"A low-dose prebiotic fiber supplement reduces lipopolysaccharide-binding protein concentrations in a subgroup of young, healthy adults consuming low-fiber diets",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.nutres.2024.11.013
480,37083461,RosasMJr_2023,"Effects of Mixed Nut Consumption on Blood Glucose, Insulin, Satiety, and the Microbiome in a Healthy Population: A Pilot Study",20.0,,Nuts,42.0,,3.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1089/jmf.2022.0121
20,23616503,RossAB_2013,A whole-grain-rich diet reduces urinary excretion of markers of protein catabolism and gut microbiota metabolism in healthy men after one week,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3945/jn.112.172197
718,40696747,RothB_2025_2025,Intake of fiber and micronutrients in patients with IBS,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1080/00365521.2025.2535721
432,36165644,RubinIMC_2022,"Synbiotic Intervention with Lactobacilli, Bifidobacteria, and Inulin in Healthy Volunteers Increases the Abundance of Bifidobacteria but Does Not Alter Microbial Diversity",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1128/aem.01087-22
